Image_name;Rule1;Rule3;Rule4;Rule5;Rule6;Rule7;Rule8
16031299638078e327f17f2529bef6b14f0952aee07ddcbe.jpg;0;0;0;0;0;0;0
16019074203049ec6c2a517654d2f67814b410f185a10d6b.jpg;0;0;0;0;0;0;0
16150587654133ddb25bb43cf2f9aa158521ae5e6a2a8746.jpg;0;1;0;0;0;0;0
1611947476b443334cbc91ef008a047d1337800a5a659bc8.jpg;0;1;0;1;0;0;1
1586361760722f79f08a9ea417113eff34969a5bc76761b6.jpg;0;0;0;1;0;0;0
16029625335de0351649a725f3c8c736b3bce29bca5f9cac.jpg;0;0;0;0;0;0;0
16037378335334713a7869f555c6bacd8ec87177c3e0a568.jpg;0;0;0;0;0;0;0
1597697819b3418f788088349e26529ed0b9891454b96b10.jpg;0;0;0;0;0;0;0
160934441874497cca93765b0a99b77b5cc9d26cd7a7abeb.jpg;0;0;0;0;0;0;1
1605855215abac86791c9318fde6ee51129bc213a9d610b3.jpg;0;0;0;0;0;0;0
1609256194be4265722484ffe02dbfc6dbff0991df4fd704.jpg;0;0;0;0;0;0;0
