Image_name;Rule1;Rule2;Rule5;Rule6;Rule7
1606995827dd5490620b97abcb3407a228bd655b89ae5a5d.jpg;0;0;1;1;1
16038082049cb8ea61af349136e7db88e5efd8ced8f08d64.jpg;0;0;0;0;1
16016441200d5e837102f28210469ddd678cd4f3d491c50e.jpg;0;1;0;0;1
1612340394733ddffa6bd5a70d0ca9133ed039980a2f9210.jpg;0;0;0;0;1
1594761696102103ad211910cee224d00aa4410f628ecba2.jpg;0;0;1;0;0
159506790349d00e9470a3b99b15859708466f5216454e8b.jpg;0;0;0;1;1
160344518874d9f3df16c963b1b2f2d878a53cb63eb1241d.jpg;0;0;0;0;1
160029167281a65bf70ccfd135d7b40e8058f49bc908e6bd.jpg;0;0;0;1;1
1602697118bbaf676dea53ee1aadbdcde8a12c16e2bf6666.jpg;0;0;0;0;1
1614466807205985f6bd13784f3a08c4d4ab755cd49952e5.jpg;0;0;0;0;1
16024101236d7ea5c755b8613f55956cd1be7eeac4c3e96c.jpg;0;0;0;1;0
16115678220cefb4bb4c5f606294859deebd253541414562.jpg;0;0;0;0;1
1592640748162425fe9717ea282ce315214942cda129a42e.jpg;0;0;0;1;1
16079881082e04a83491c519095281d8d11410f66330d4c4.jpg;0;0;0;1;0
1612112016ef696dbdc6032fbb7fbe9dec01b9d1bb4324e0.jpg;0;0;0;0;0
1607451914b3e134aa33fee52d56f3cbd5f6f9fbe3595c25.jpg;0;0;0;0;1
1598464381ea9f43e61b14ceede3f6efd49f9d44d07c7daf.jpg;0;0;0;1;1
15967283712cde6d5568b6597e4ae025066ea02c98c8a344.jpg;0;0;1;0;1
16115678220cefb4bb4c5f606294859deebd253541414562.jpg;0;0;0;0;1
16037378335334713a7869f555c6bacd8ec87177c3e0a568.jpg;0;1;1;1;1
1606118705008dff61d1479aff34143fc63538fbc21b6cb9.jpg;0;0;1;1;1
15871011122a7dd18bc08081688ea4a8e41c599debda61fe.jpg;0;0;0;0;1
159983244085af08647d77ae72cfcfb3db0edc6cd7556d3f.jpg;0;0;0;1;1
16020700440b52ab984dddc0460e962367f3486919496e56.jpg;0;0;0;0;1
1593093922030cf58c1aa36c2b400fde355adfb6dd95045d.jpg;0;0;0;1;1
16139508824f6bef808526409a7a3c5d18cea54b4227f172.jpg;0;0;0;0;1
16029625335de0351649a725f3c8c736b3bce29bca5f9cac.jpg;0;0;0;0;1
15956040787ce89d7241da28e209fec13ed05a59b2c3291e.jpg;0;0;0;0;1
16090754152f877b60eac4df3c9b530902d5774c85841f8b.jpg;0;0;1;1;1
15852363723e8656c91fbab88c9aeb45d364224d31a5801d.jpg;0;0;0;1;1
15981910309127cfb4c0693bd4e0fc578bf4c2a0cf706799.jpg;0;0;0;1;1
16137414939bfdc4ad267fef4439588b6bdfd72e2895ee57.jpg;0;0;0;1;1
160344518874d9f3df16c963b1b2f2d878a53cb63eb1241d.jpg;0;0;0;0;1
1613802240c45cbd0901d09eb294bfe99952b87ce7f16e64.jpg;0;0;0;0;1
1609503611d659e6f7e1998fb77004807b2ba7fc7bc4c835.jpg;0;0;1;1;1
1598541476808d215b9b1a7fac4162b8ba8b0671c39b98d2.jpg;0;0;0;0;1
1614990989aaa96d61128b9a10d9d2fcb8ad81be151fc466.jpg;0;0;0;1;1
15992145094e8ac9a8936ae1e214e9e1d76ea292fb0a6986.jpg;0;0;0;0;1
16123990645dd5e7224d6231d412a607200d60e7f44a6fec.jpg;0;1;1;0;0
16123990645dd5e7224d6231d412a607200d60e7f44a6fec.jpg;0;1;1;0;0
1614774397c87d975bc3e5f87ad337d2b5cd41de2725dbdb.jpg;0;0;0;0;1
1611525413f37b1898f186d4f3ab7b0c7dc59090eb092c77.jpg;0;0;1;0;0
1601052422c31d47dc462ff364f709e72cdf3760b6e88b03.jpg;0;0;0;1;1
1614717653d57d62bb471f9c1a00723a255038ca6fce5fea.jpg;0;0;1;0;1
1584430811249fb774a497d5e09f5feb0d5a33dbac8734da.jpg;0;1;0;0;1
1597056690bcd412d14b428f4591ea509485ffba4871ea98.jpg;0;0;0;0;1
16020016802858b308e0e9c43c39b4bfc30da1f12784055f.jpg;0;0;1;0;1
1606672265cc1db58ccb331d3ab9c9247bcd4be611088df9.jpg;0;0;0;0;1
160652596514c7dad849fecfe6967eb84828e3e8685b01c4.jpg;0;0;0;1;1
1601455065cb16ac38b3c73eadf787545d47a3bc244721e5.jpg;0;0;0;1;1
16094482711059b10b1b02681d81b794980b5d878f6a694b.jpg;0;0;0;0;0
16081414093acfc1b948c2e5146aff46204769c3a20797d0.jpg;0;0;1;1;0
1596607387db769266832cbbee51a4d75eee800380fccc32.jpg;0;0;0;1;1
1611333683cd7d56a3482726daf15fe4b79dee866a63540b.jpg;0;0;0;0;0
16037378335334713a7869f555c6bacd8ec87177c3e0a568.jpg;0;1;1;1;1
160827416862605df03f058414cbd167de5b610920e6b780.jpg;0;0;1;0;1
1613379889bfcda4d6a83535f2114965671ce7dd3168a67a.jpg;0;0;1;1;1
16053640641d7c66fb7d42a7452409ff7fca8cdefd14a023.jpg;0;0;1;1;1
16079881082e04a83491c519095281d8d11410f66330d4c4.jpg;0;0;0;1;0
1612112016ef696dbdc6032fbb7fbe9dec01b9d1bb4324e0.jpg;0;0;0;0;0
159483016885355f3a7d109dc0e57583c1cf19d0974fa906.jpg;0;0;0;0;1
1615065630c409863c074bbf04f8cfad622388a28a97192d.jpg;0;0;1;0;1
1609872088a75e51face2af39c3473bed9b47acc8beefbd4.jpg;0;0;1;0;1
161478537363b83693b7356988dcf6f4dd6b300af46135a9.jpg;0;0;0;1;1
16109667767c1a6180c476fd9a154186c626e8ad710a2d3a.jpg;0;0;0;0;1
161416138501f9772a5dfeec81bd8a1ce855ad2d7ba459d9.jpg;0;0;0;1;1
16066022054db5ca08d60b91a981247ef2b13eb5274ffa67.jpg;0;0;1;1;1
160744819414c6feeb582752fd0ca8fa539877c5deeee29f.jpg;0;0;1;1;1
1592320340e70b34264946bffbc51c4f160328af7ec69655.jpg;0;0;0;0;1
159760944427c63032c5054f509945a1443660aa4b268bcf.jpg;0;0;0;0;1
16083836904ccb82ea7d2b6cab2af34d98425cbccfdd6bdb.jpg;0;0;0;1;0
16085790425dce1aa5c1f54a691ebb71c94fea0a17a027a5.jpg;0;0;0;0;1
1601359630ecbde134b03fc0f01cab5c2446787a1e8c24a7.jpg;0;0;0;0;1
16138318427e702237bd7841faac16869a686203dcf8c424.jpg;0;0;0;1;1
1611401263965b18d68b02afb5871f442b0e5cd6719be6d7.jpg;0;0;0;1;1
16152815954b14ecf09f06b4b7c0bfbf4a3a59944677a725.jpg;0;1;0;0;1
159813348911308b96de3ad6ce88fc9b3b2e9b73dc4b93fe.jpg;0;0;0;1;1
1613799667a9a83be42bc892838a9015c4cf015f0822045b.jpg;0;0;1;0;0
160950307091a95fa921457c62a7a8e84e9d5c56dfc1d501.jpg;0;0;1;1;1
16081283638f6b64838d6fceb0bb68c8088f71c6ecbf8b80.jpg;0;0;0;1;1
159932900643452f9d77ea6734975435628f39a5748b017f.jpg;0;0;0;1;0
15988002310b713dc5f8997377a5ec546cadf5ffaa883954.jpg;0;0;0;1;1
161432015984433f6381e96ae233841e88fd734bc26d3cba.jpg;0;0;0;0;0
16137414939bfdc4ad267fef4439588b6bdfd72e2895ee57.jpg;0;0;0;1;1
1611335977b38d94ed803a7be394cdf0f2cf37eaf29f5484.jpg;0;0;0;0;0
1608385632534f2ef72e77bf50b32883899817daa9b32a3d.jpg;0;0;0;1;1
16152379886f827e88bce0a99036d51fc8b0d3fc6c7e9160.jpg;0;0;0;1;1
160885054985daf620a87e0d32e0782c1b84295b12fbb99e.jpg;0;0;0;1;1
15923368443d674adcd67da11c51d9001786fbd5170420cf.jpg;0;0;0;1;1
1598360318ec980a77d5b43800da09eee953df3f64cdd2bf.jpg;0;1;0;1;0
161037163928ec2b68ec1263de71273c62b2238b782ea049.jpg;0;0;0;0;1
15940612146acb2278ba2715b63afd46bc9d2fba14d076b9.jpg;0;0;0;0;1
1589202273eb1cc7e79841777a91c9ac112ffffc0372cdd9.jpg;0;0;0;0;1
1614647799abd82dc8da4ddffcf8d8f67e1626b177eae9ff.jpg;0;0;0;1;1
16113363134487b63f2d668793b885b39f6ace4cb9dc77fc.jpg;0;0;1;1;1
15970818524bdc1cca971ec67f7e944aa748092f643c6fd9.jpg;0;0;1;1;1
15875553711e0cd99b4e94f9f18a50d55bb4c936f35ada82.jpg;0;0;0;0;1
15981733004abd257aa7cd1c288c056f1aeee68220fc98e1.jpg;0;0;0;1;1
1592824110592a96ce3f7ec6b4013faa9159ba4b609918c2.jpg;0;0;1;0;1
160520783022506e61005913a4f2b023b7ae6c06bcae4476.jpg;0;0;1;1;1
15866168749117785f74bc74a2affdbe22e357c863307c6c.jpg;0;0;1;1;1
1586095550e5cc4a8f263a647dd59aea8338439d4e12e996.jpg;0;0;0;0;1
160873255308832bb2c11da3962e75112e706bf43f2b42e6.jpg;0;0;0;0;1
159292280110f16f5e907f64c0b0cf43f8465930d2964007.jpg;0;0;0;1;1
15968621610cacab893b8c6cbe183285563aa9f22b408e24.jpg;0;0;0;0;1
161049616289c083461ce4578f4d220496452a4a8fbcbd2a.jpg;0;0;0;0;0
16144124035519ab7d810724f7402ef5ab0f24bb23eb9c83.jpg;0;0;0;1;1
1611477871c798a69cd1f0f30b1b98b51b3acf16c55cef39.jpg;0;0;0;0;0
1611677041785726d9822c402653f7fe8530a5f8b97f6aad.jpg;0;0;1;0;1
16085763550354947521d525da8d7bfffb6f0fb7bbafaa99.jpg;0;0;1;0;0
160234755142bb95cdf68257db839e7d2105812cdc2d272e.jpg;0;0;0;1;1
161037163928ec2b68ec1263de71273c62b2238b782ea049.jpg;0;0;0;0;1
1599329556425e9ab4e52b83eee5abcf77fa96882af5cc70.jpg;0;0;0;1;1
1601834805a8ec5446652a8c5d9e8c2ae3701317dc666b75.jpg;0;0;1;0;1
1600447840b7eb470bd0e1e429453aa56b0e775589fca3ba.jpg;0;0;0;0;1
16100272797e31c03a1c06a1e19382e8c191be0cf26b037f.jpg;0;0;0;1;1
16008369091cb457fd9ec90f1bd0690ebc67ed9d4a1de675.jpg;0;0;0;1;1
1607596177fced49a04cfe7a8fbe8ba8a4090ce56d44e5b5.jpg;0;0;0;0;1
15987325768c2bea5e14e2533357094c79370d9e4c879cd6.jpg;0;0;0;1;0
1588780025c74d8ca51d337be36901d4b5aeeb604695cb8c.jpg;0;0;0;0;1
161471215370b5fd75e3cddec95dd59554ddb2f24c672b72.jpg;0;0;0;1;0
16141200198ca6cf70c87f206a3f83a9aef557ae4100760c.jpg;0;0;0;0;1
1613799667a9a83be42bc892838a9015c4cf015f0822045b.jpg;0;0;1;0;0
16114163912a475eeb528d9d39bb00db31963d7f85f22d04.jpg;0;0;1;1;1
15956040787ce89d7241da28e209fec13ed05a59b2c3291e.jpg;0;0;0;0;1
1607579195b419788028688ebbf7b176f1ec27456d3923a7.jpg;0;0;0;1;1
1597417309934e1e4d0d28fd580ceef0a982927ea76fb623.jpg;0;0;0;0;1
1610121294e5529e32dd9200decba52392f77f4720d99499.jpg;0;0;0;0;0
1602064011f4d28af2244180036c5c97f645b3fcb13c49fb.jpg;0;0;0;0;1
15956258303f071e46399de1d1db9331fd8b27947d3745bb.jpg;0;0;0;1;0
1614665598ff3ce0e8033193b58731368a206c8dc385dd73.jpg;0;0;0;1;0
16052906829b9fd61c5e29b31e5a4dc0868ebde1ea8a85c5.jpg;0;0;0;1;1
1603802914672258f8fa9caa6307cb9193a56ca08add4ee9.jpg;0;0;0;1;1
16096549047b207d5edfd16e11e0a79d8da9a6ba4c9e15cd.jpg;0;0;0;0;1
1603990400b0f12beb151e451a7404bff3a2586d992a9f67.jpg;0;1;0;0;1
16119238252e41caba6093eb30e91992df1f87c17740cad7.jpg;0;0;0;0;1
1593148919b7e1b9451fde5a67498f82d7db2ba963acbe8b.jpg;0;0;1;1;1
1613662827586ae3852fcd7cd968ba5c8b7ace93a9119179.jpg;0;0;0;0;0
16137430617f6d21ea52808263b795a0751fe0dac7f1913f.jpg;0;0;0;1;1
15900920487f689bf20e139b2ffdb04ba9cede58f4f70188.jpg;0;0;0;0;1
1593895635519ece87c5f75f175912e855ccebd29d0a5520.jpg;0;0;0;1;1
160404550995d633b34f07c21aabd6c3b63410f1af181653.jpg;0;0;1;0;1
161037163928ec2b68ec1263de71273c62b2238b782ea049.jpg;0;0;0;0;1
1596561274204bfdcab57ddbe96061f4fe85c2001b62ba34.jpg;0;0;0;1;1
16079727210fc1fece660613259178fff0f3b15168ce8e92.jpg;0;0;0;1;1
1605634741b4b62bac1a544b27d44f822b59e76c34ede19a.jpg;0;0;1;0;0
160812471418cbedabdb42b74a59a4588178403e6f1d81bc.jpg;0;0;0;1;1
1597575964f5e13591caa5795a42e90def0ccd36b24f7925.jpg;0;0;0;1;1
1598020803374c345e4cc68c9faa2a417e7126331ecfe240.jpg;0;0;1;0;1
16020057992155140cbe9699aeb9b74a0e81d99d2e6c902c.jpg;0;0;0;1;0
160616397043744f6ff22cf16885ca57f58487e902f07379.jpg;0;0;1;1;0
1613921995cf2ac399c4d932802a74b2b2dd6cd7b306ba8d.jpg;0;0;0;1;1
1596981723b22a5f5eb6595ba8baa1ddc81d359db8eeac3a.jpg;0;0;0;1;1
15978299682a49db3dbee7989b1451279cc0c9aa0da6e0f8.jpg;0;0;0;0;1
16092966281fdb70a29299b03054158a5d5773a42979f202.jpg;0;0;1;0;0
161458202467fb1615c76e01bdbe0d4ced2e40728fd3cbfe.jpg;0;0;0;0;0
16142389289b9f4863b6fa4ba041155b8ae948e54dfca2d5.jpg;0;0;0;0;1
16008369091cb457fd9ec90f1bd0690ebc67ed9d4a1de675.jpg;0;0;0;1;1
161394923984df1c21760984f41965bd137c8a06a4b46232.jpg;0;0;0;1;0
1589901298fcaad67d86d1d5e0d50803dd87cef31591aab1.jpg;0;0;0;0;1
1592411152b0fdb6fbca67dfb552c6176b0e9544e299f94e.jpg;0;0;0;1;1
1607981168345c3a22997c5d6ee9d00ae95ede0fcfbdb9a5.jpg;0;0;0;1;0
1609768058fa922ef8b85b9f8d34d71cfd124229d4b83d5e.jpg;0;0;0;0;1
1608564482a77a3c16f30981bbfa72f201c99794e2a5fa77.jpg;0;0;0;0;0
1594761696102103ad211910cee224d00aa4410f628ecba2.jpg;0;0;1;0;0
16113363134487b63f2d668793b885b39f6ace4cb9dc77fc.jpg;0;0;1;1;1
161400614146b36bd5c7e7694ea838c6e593e16f55be4451.jpg;0;0;0;0;1
1597087866b12abc4a253e80e1af0ab3c1815a0b79e9e90e.jpg;0;0;0;1;1
1614706848aa77cc4e2d3a9a5b864d00b3cc5a13929b3d04.jpg;0;0;1;0;1
160967926478d383ff931359efb34de7c98ce4cd2fddf64a.jpg;0;0;0;0;1
1590760396cb353c61e7dfc8a2967e415e8085cb6ecaa912.jpg;0;0;0;1;1
16040725256da49d09ccfaf7be36dc5332d2e1c21a25f654.jpg;0;0;0;0;1
1592248227edba09ddcf5b57733586f5c26acecd048c7a2a.jpg;0;0;0;0;1
160993282075e2f83872834eacf5e069f1a14c2c26c96504.jpg;0;0;0;1;1
160993282075e2f83872834eacf5e069f1a14c2c26c96504.jpg;0;0;0;1;1
16147083198530fbba54b9e43e51d4f64a3cd1bd06d4821d.jpg;0;0;1;1;1
15988002310b713dc5f8997377a5ec546cadf5ffaa883954.jpg;0;0;0;1;1
160029167281a65bf70ccfd135d7b40e8058f49bc908e6bd.jpg;0;0;0;1;1
1586361760722f79f08a9ea417113eff34969a5bc76761b6.jpg;0;0;1;0;0
1604915354e5320dd8d7f02d6d0d2fbc70c021118d41e8e8.jpg;0;0;0;1;1
160849104633dca7ec6bca3528d39cb8d9b18bf651d6001a.jpg;0;0;1;1;1
16093422509ba96ce15f68d07f0b91d7df978dcc34de24b8.jpg;0;0;0;1;1
1611043495edc63696f1dde761cb562a6693837a50b84899.jpg;0;0;1;1;1
15900920487f689bf20e139b2ffdb04ba9cede58f4f70188.jpg;0;0;0;0;1
1614155598e831e2a1c81487254082c7e3e31354623ecff2.jpg;0;0;0;1;0
15981124221b999b7c43e799487a0c21d0441403a8e3b3b5.jpg;0;0;0;1;1
15879376401cb55563669c751863c39264e26ea31dbaaff4.jpg;0;0;0;0;1
16009317097d024b88dfbc1a4e1a8b010d156f4b6bfa7506.jpg;0;0;1;1;1
16016441200d5e837102f28210469ddd678cd4f3d491c50e.jpg;0;1;0;0;1
15940612146acb2278ba2715b63afd46bc9d2fba14d076b9.jpg;0;0;0;0;1
161375627123fdc4d9c55d31b8ed88cec3ea51a9caecd384.jpg;0;0;0;1;1
161289197514c36e00ca08d7773880083b36325025340aa9.jpg;0;0;1;1;0
1583952282ff4aca2fe8a252bf9e0bf73d2431de9a17880e.jpg;0;0;0;1;1
1601618576dcd3bc8f20f6fcf4a8fedb18e09f46a637ec25.jpg;0;0;0;0;1
1614250156ec5a4f8438deb9815bf655d2bf8de13de235a9.jpg;0;0;0;0;0
15980682215815680ab8354828ba737abf134a57841c8b1b.jpg;0;0;0;0;0
1611477871c798a69cd1f0f30b1b98b51b3acf16c55cef39.jpg;0;0;0;0;0
1612358952d23829b521578c1d887012bb89be85bee54163.jpg;0;0;0;0;1
1590760396cb353c61e7dfc8a2967e415e8085cb6ecaa912.jpg;0;0;0;1;1
16064146951b04fc91655da959eed06d65af6d1f345e8186.jpg;0;0;0;0;1
15978725409f7702ce8a72df80bd1a46b207df01cc96a33c.jpg;0;0;1;1;1
160577692409e2f6f1c5448016a305af428b2b628b34cfc3.jpg;0;0;0;1;1
1609465114fdd0964fefb71ca9ed3151b3f1406f2724bddc.jpg;0;0;0;1;1
1605106239c5e4d17fcc9dec49b47e7e0b89c9412f3ca3c5.jpg;0;0;0;0;1
1614053592e309a068ff62c8ef59afc64a5f967fe7491bf9.jpg;0;0;0;0;1
1610997873765b065a9f5b98d4052a43cc8b3a678be3259d.jpg;0;0;0;0;1
1584033724c46115698721d020ea3def2e7cd61cd17d6464.jpg;0;0;1;1;1
16129900419bcb16a4f79b520ff992ee791df1771c3bf7fa.jpg;0;0;0;1;1
158685737573820d0c42e8e88456f0e13efd9801ea026c69.jpg;0;0;0;0;1
1586184865ed76afbfea771e6fdc577cd6f7ba62acca5ab7.jpg;0;0;0;1;1
1609436602a495dec5232ac809f0b47ab34959065afad526.jpg;0;0;1;0;0
16137414939bfdc4ad267fef4439588b6bdfd72e2895ee57.jpg;0;0;0;1;1
1598107006c97b4414d8777d49ca5a2647241cf61a94daf8.jpg;0;0;1;0;1
1602766656b85ad42e85dd8f74483cba150d7c81d1bef652.jpg;0;0;0;1;1
159424173001031b97e8d8fffd0d797541dee320d9e04af7.jpg;0;0;0;0;1
1608310652783034b09420fd353292e5c0becbec96f9faf5.jpg;0;0;0;1;1
1611665673abac37d55c4592c80d2103f91a89bb29881eba.jpg;0;1;0;0;1
159854255698103f9b1d3a33dc7a6b1906314952ed52630f.jpg;0;0;0;1;1
160028885458acb3849b130dadda90dc12c5e9f261c20dab.jpg;0;0;0;0;1
16125884704837d9a1ad6e29527c4e4e1b2073866311c384.jpg;0;0;0;0;0
1609074397643ee43a2152b7e0bf3deb9d862c0d89a8d168.jpg;0;0;0;0;1
